customer_index,monthly_charges,tenure,segment,churn_probability,actual_churn,clv,retention_cost,action,reason,roi
954,95.1,22,Low Value,0.8778,0,190.2,30,💌 Low Priority — Send retention voucher,CLV ($190.2) > Retention Cost ($30) → ROI = $160.2,160.2
1001,75.5,27,Low Value,0.4116,1,453.0,30,✅ No Action,Low churn risk — customer is stable,
1607,89.05,13,Low Value,0.083,1,979.55,30,✅ No Action,Low churn risk — customer is stable,
4674,50.35,26,Mid Value,0.0053,0,302.1,60,✅ No Action,Low churn risk — customer is stable,
652,20.1,35,Mid Value,0.0037,0,120.6,60,✅ No Action,Low churn risk — customer is stable,
3472,104.75,56,High Value,0.7054,0,628.5,100,📞 High Priority — Personal call + 20% discount,CLV ($628.5) > Retention Cost ($100) → ROI = $528.5,528.5
6866,95.45,1,Low Value,0.9591,1,2195.35,30,💌 Low Priority — Send retention voucher,CLV ($2195.35) > Retention Cost ($30) → ROI = $2165.35,2165.35
2036,74.3,1,Low Value,0.8564,0,1708.9,30,💌 Low Priority — Send retention voucher,CLV ($1708.9) > Retention Cost ($30) → ROI = $1678.9,1678.9
1059,90.6,23,Low Value,0.6619,1,90.6,30,💌 Low Priority — Send retention voucher,CLV ($90.6) > Retention Cost ($30) → ROI = $60.6,60.6
2954,75.45,7,Low Value,0.7428,1,1282.65,30,💌 Low Priority — Send retention voucher,CLV ($1282.65) > Retention Cost ($30) → ROI = $1252.65,1252.65
5044,104.6,22,Low Value,0.5683,0,209.2,30,💌 Low Priority — Send retention voucher,CLV ($209.2) > Retention Cost ($30) → ROI = $179.2,179.2
4743,59.5,56,Mid Value,0.0529,0,357.0,60,✅ No Action,Low churn risk — customer is stable,
6595,82.55,71,High Value,0.0098,0,495.3,100,✅ No Action,Low churn risk — customer is stable,
1284,19.85,59,Mid Value,0.0084,0,119.1,60,✅ No Action,Low churn risk — customer is stable,
4994,96.05,18,Low Value,0.5748,1,576.3,30,💌 Low Priority — Send retention voucher,CLV ($576.3) > Retention Cost ($30) → ROI = $546.3,546.3
5453,61.35,60,High Value,0.0037,0,368.1,100,✅ No Action,Low churn risk — customer is stable,
4658,44.45,8,Low Value,0.291,0,711.2,30,✅ No Action,Low churn risk — customer is stable,
4491,19.75,1,Low Value,0.3079,0,454.25,30,✅ No Action,Low churn risk — customer is stable,
139,70.45,1,Low Value,0.8546,1,1620.35,30,💌 Low Priority — Send retention voucher,CLV ($1620.35) > Retention Cost ($30) → ROI = $1590.35,1590.35
5103,82.85,28,High Value,0.2198,0,497.1,100,✅ No Action,Low churn risk — customer is stable,
6466,74.15,18,Low Value,0.1561,0,444.9,30,✅ No Action,Low churn risk — customer is stable,
2651,90.35,24,Low Value,0.5888,1,542.1,30,💌 Low Priority — Send retention voucher,CLV ($542.1) > Retention Cost ($30) → ROI = $512.1,512.1
303,60.3,68,High Value,0.0038,0,361.8,100,✅ No Action,Low churn risk — customer is stable,
2308,104.65,71,High Value,0.013,0,627.9,100,✅ No Action,Low churn risk — customer is stable,
4280,19.7,64,Mid Value,0.0052,0,118.2,60,✅ No Action,Low churn risk — customer is stable,
4934,110.75,72,High Value,0.0136,0,664.5,100,✅ No Action,Low churn risk — customer is stable,
6101,110.25,69,High Value,0.2015,0,661.5,100,✅ No Action,Low churn risk — customer is stable,
6132,53.4,67,High Value,0.0373,0,320.4,100,✅ No Action,Low churn risk — customer is stable,
1296,80.7,20,Low Value,0.0748,0,322.8,30,✅ No Action,Low churn risk — customer is stable,
6906,18.7,25,Mid Value,0.005,0,112.2,60,✅ No Action,Low churn risk — customer is stable,
1750,89.7,50,High Value,0.0316,0,538.2,100,✅ No Action,Low churn risk — customer is stable,
1583,48.95,6,Low Value,0.1682,0,881.1,30,✅ No Action,Low churn risk — customer is stable,
5806,19.6,2,Low Value,0.2795,1,431.2,30,✅ No Action,Low churn risk — customer is stable,
2423,20.1,18,Mid Value,0.0351,0,120.6,60,✅ No Action,Low churn risk — customer is stable,
6345,56.55,2,Low Value,0.7629,0,1244.1,30,💌 Low Priority — Send retention voucher,CLV ($1244.1) > Retention Cost ($30) → ROI = $1214.1,1214.1
6043,40.15,3,Low Value,0.8747,1,843.15,30,💌 Low Priority — Send retention voucher,CLV ($843.15) > Retention Cost ($30) → ROI = $813.15,813.15
1207,69.4,9,Low Value,0.1463,0,1041.0,30,✅ No Action,Low churn risk — customer is stable,
1739,69.9,1,Low Value,0.9715,1,1607.7,30,💌 Low Priority — Send retention voucher,CLV ($1607.7) > Retention Cost ($30) → ROI = $1577.7,1577.7
3508,113.65,70,High Value,0.1397,0,681.9,100,✅ No Action,Low churn risk — customer is stable,
1664,96.05,46,Low Value,0.3999,1,576.3,30,✅ No Action,Low churn risk — customer is stable,
5854,48.8,15,Low Value,0.3538,0,439.2,30,✅ No Action,Low churn risk — customer is stable,
5756,19.85,53,Mid Value,0.0476,0,119.1,60,✅ No Action,Low churn risk — customer is stable,
6088,55.4,1,Low Value,0.7614,1,1274.2,30,💌 Low Priority — Send retention voucher,CLV ($1274.2) > Retention Cost ($30) → ROI = $1244.2,1244.2
4148,19.35,29,Low Value,0.0821,0,116.1,30,✅ No Action,Low churn risk — customer is stable,
2464,77.15,1,Low Value,0.9914,1,1774.45,30,💌 Low Priority — Send retention voucher,CLV ($1774.45) > Retention Cost ($30) → ROI = $1744.45,1744.45
324,60.05,69,High Value,0.0055,0,360.3,100,✅ No Action,Low churn risk — customer is stable,
6530,36.1,63,Mid Value,0.0021,0,216.6,60,✅ No Action,Low churn risk — customer is stable,
3512,25.0,51,Mid Value,0.0528,0,150.0,60,✅ No Action,Low churn risk — customer is stable,
6485,73.55,64,High Value,0.0304,0,441.3,100,✅ No Action,Low churn risk — customer is stable,
503,84.05,52,High Value,0.1215,0,504.3,100,✅ No Action,Low churn risk — customer is stable,
1119,59.5,70,High Value,0.0053,0,357.0,100,✅ No Action,Low churn risk — customer is stable,
5692,54.8,9,Low Value,0.0633,0,822.0,30,✅ No Action,Low churn risk — customer is stable,
1867,83.75,3,Low Value,0.5153,1,1758.75,30,💌 Low Priority — Send retention voucher,CLV ($1758.75) > Retention Cost ($30) → ROI = $1728.75,1728.75
5572,74.8,70,High Value,0.1132,0,448.8,100,✅ No Action,Low churn risk — customer is stable,
2150,84.1,21,Low Value,0.7485,0,252.3,30,💌 Low Priority — Send retention voucher,CLV ($252.3) > Retention Cost ($30) → ROI = $222.3,222.3
1439,75.55,5,Low Value,0.5676,1,1435.45,30,💌 Low Priority — Send retention voucher,CLV ($1435.45) > Retention Cost ($30) → ROI = $1405.45,1405.45
4554,108.2,20,Low Value,0.3964,0,432.8,30,✅ No Action,Low churn risk — customer is stable,
5319,109.75,72,High Value,0.0107,0,658.5,100,✅ No Action,Low churn risk — customer is stable,
1824,20.3,72,Mid Value,0.0005,0,121.8,60,✅ No Action,Low churn risk — customer is stable,
6273,70.65,2,Low Value,0.7356,1,1554.3,30,💌 Low Priority — Send retention voucher,CLV ($1554.3) > Retention Cost ($30) → ROI = $1524.3,1524.3
2081,75.3,23,Low Value,0.1204,0,75.3,30,✅ No Action,Low churn risk — customer is stable,
3630,20.95,4,Low Value,0.1922,1,419.0,30,✅ No Action,Low churn risk — customer is stable,
554,80.35,32,Low Value,0.2026,1,482.1,30,✅ No Action,Low churn risk — customer is stable,
6160,89.65,36,High Value,0.0931,0,537.9,100,✅ No Action,Low churn risk — customer is stable,
6977,49.7,24,Low Value,0.1399,0,298.2,30,✅ No Action,Low churn risk — customer is stable,
5000,49.5,6,Low Value,0.2142,0,891.0,30,✅ No Action,Low churn risk — customer is stable,
2234,59.7,23,Mid Value,0.0114,0,59.7,60,✅ No Action,Low churn risk — customer is stable,
87,20.65,48,Mid Value,0.0046,0,123.9,60,✅ No Action,Low churn risk — customer is stable,
1777,54.9,28,Low Value,0.1087,0,329.4,30,✅ No Action,Low churn risk — customer is stable,
674,49.15,52,Low Value,0.6967,1,294.9,30,💌 Low Priority — Send retention voucher,CLV ($294.9) > Retention Cost ($30) → ROI = $264.9,264.9
3885,74.95,3,Low Value,0.865,0,1573.95,30,💌 Low Priority — Send retention voucher,CLV ($1573.95) > Retention Cost ($30) → ROI = $1543.95,1543.95
2156,80.55,2,Low Value,0.9033,1,1772.1,30,💌 Low Priority — Send retention voucher,CLV ($1772.1) > Retention Cost ($30) → ROI = $1742.1,1742.1
5691,19.95,4,Mid Value,0.0121,0,399.0,60,✅ No Action,Low churn risk — customer is stable,
36,69.7,5,Low Value,0.647,1,1324.3,30,💌 Low Priority — Send retention voucher,CLV ($1324.3) > Retention Cost ($30) → ROI = $1294.3,1294.3
1731,69.6,1,Low Value,0.9807,1,1600.8,30,💌 Low Priority — Send retention voucher,CLV ($1600.8) > Retention Cost ($30) → ROI = $1570.8,1570.8
4301,19.75,66,Mid Value,0.0075,0,118.5,60,✅ No Action,Low churn risk — customer is stable,
325,102.7,52,High Value,0.6269,0,616.2,100,📞 High Priority — Personal call + 20% discount,CLV ($616.2) > Retention Cost ($100) → ROI = $516.2,516.2
893,24.6,1,Low Value,0.7814,1,565.8,30,💌 Low Priority — Send retention voucher,CLV ($565.8) > Retention Cost ($30) → ROI = $535.8,535.8
6939,89.2,35,High Value,0.0747,0,535.2,100,✅ No Action,Low churn risk — customer is stable,
1443,55.8,3,Low Value,0.3623,0,1171.8,30,✅ No Action,Low churn risk — customer is stable,
617,102.85,66,High Value,0.5915,0,617.1,100,📞 High Priority — Personal call + 20% discount,CLV ($617.1) > Retention Cost ($100) → ROI = $517.1,517.1
5262,68.7,59,High Value,0.0261,0,412.2,100,✅ No Action,Low churn risk — customer is stable,
2199,25.75,52,Mid Value,0.0066,0,154.5,60,✅ No Action,Low churn risk — customer is stable,
5110,73.5,8,Low Value,0.8515,0,1176.0,30,💌 Low Priority — Send retention voucher,CLV ($1176.0) > Retention Cost ($30) → ROI = $1146.0,1146.0
1166,53.8,5,Low Value,0.6976,0,1022.2,30,💌 Low Priority — Send retention voucher,CLV ($1022.2) > Retention Cost ($30) → ROI = $992.2,992.2
2748,44.55,4,Low Value,0.7341,1,891.0,30,💌 Low Priority — Send retention voucher,CLV ($891.0) > Retention Cost ($30) → ROI = $861.0,861.0
3056,70.5,50,High Value,0.011,0,423.0,100,✅ No Action,Low churn risk — customer is stable,
2021,108.15,62,High Value,0.0219,0,648.9,100,✅ No Action,Low churn risk — customer is stable,
5858,19.45,61,Mid Value,0.0197,0,116.7,60,✅ No Action,Low churn risk — customer is stable,
522,85.5,55,High Value,0.4208,0,513.0,100,✅ No Action,Low churn risk — customer is stable,
6564,20.05,5,Low Value,0.1407,0,380.95,30,✅ No Action,Low churn risk — customer is stable,
979,54.95,35,Mid Value,0.0022,0,329.7,60,✅ No Action,Low churn risk — customer is stable,
6,89.1,22,Low Value,0.39,0,178.2,30,✅ No Action,Low churn risk — customer is stable,
4474,53.35,57,Mid Value,0.0341,0,320.1,60,✅ No Action,Low churn risk — customer is stable,
2206,95.25,57,High Value,0.1469,1,571.5,100,✅ No Action,Low churn risk — customer is stable,
2874,19.45,64,Mid Value,0.0038,0,116.7,60,✅ No Action,Low churn risk — customer is stable,
3152,95.85,26,High Value,0.0728,0,575.1,100,✅ No Action,Low churn risk — customer is stable,
6147,99.1,39,High Value,0.1027,0,594.6,100,✅ No Action,Low churn risk — customer is stable,
6110,59.8,19,Low Value,0.1421,0,299.0,30,✅ No Action,Low churn risk — customer is stable,
3544,93.8,31,Low Value,0.73,1,562.8,30,💌 Low Priority — Send retention voucher,CLV ($562.8) > Retention Cost ($30) → ROI = $532.8,532.8
2473,19.85,6,Low Value,0.1137,0,357.3,30,✅ No Action,Low churn risk — customer is stable,
1117,89.45,52,High Value,0.2007,0,536.7,100,✅ No Action,Low churn risk — customer is stable,
2011,85.7,53,High Value,0.0873,0,514.2,100,✅ No Action,Low churn risk — customer is stable,
6972,111.95,56,High Value,0.1947,1,671.7,100,✅ No Action,Low churn risk — customer is stable,
2479,75.85,56,High Value,0.0061,0,455.1,100,✅ No Action,Low churn risk — customer is stable,
1926,99.8,49,High Value,0.6706,1,598.8,100,📞 High Priority — Personal call + 20% discount,CLV ($598.8) > Retention Cost ($100) → ROI = $498.8,498.8
3644,25.0,39,Mid Value,0.0083,0,150.0,60,✅ No Action,Low churn risk — customer is stable,
2877,99.15,61,High Value,0.1818,1,594.9,100,✅ No Action,Low churn risk — customer is stable,
6522,34.0,43,Low Value,0.06,0,204.0,30,✅ No Action,Low churn risk — customer is stable,
2179,19.55,5,Mid Value,0.0756,0,371.45,60,✅ No Action,Low churn risk — customer is stable,
4593,20.3,11,Low Value,0.1053,0,263.9,30,✅ No Action,Low churn risk — customer is stable,
852,24.85,2,Low Value,0.5534,0,546.7,30,💌 Low Priority — Send retention voucher,CLV ($546.7) > Retention Cost ($30) → ROI = $516.7,516.7
5628,96.65,13,Low Value,0.9185,1,1063.15,30,💌 Low Priority — Send retention voucher,CLV ($1063.15) > Retention Cost ($30) → ROI = $1033.15,1033.15
6097,81.0,72,High Value,0.0009,0,486.0,100,✅ No Action,Low churn risk — customer is stable,
4879,69.1,46,High Value,0.093,0,414.6,100,✅ No Action,Low churn risk — customer is stable,
807,108.55,71,High Value,0.5727,0,651.3,100,📞 High Priority — Personal call + 20% discount,CLV ($651.3) > Retention Cost ($100) → ROI = $551.3,551.3
5787,87.55,36,Low Value,0.0881,1,525.3,30,✅ No Action,Low churn risk — customer is stable,
4925,108.5,64,High Value,0.1172,0,651.0,100,✅ No Action,Low churn risk — customer is stable,
581,75.3,1,Low Value,0.8043,1,1731.9,30,💌 Low Priority — Send retention voucher,CLV ($1731.9) > Retention Cost ($30) → ROI = $1701.9,1701.9
1412,84.3,15,Low Value,0.5058,1,758.7,30,💌 Low Priority — Send retention voucher,CLV ($758.7) > Retention Cost ($30) → ROI = $728.7,728.7
1462,20.0,36,Mid Value,0.003,0,120.0,60,✅ No Action,Low churn risk — customer is stable,
4710,40.55,6,Mid Value,0.0227,0,729.9,60,✅ No Action,Low churn risk — customer is stable,
1544,50.0,30,Low Value,0.0532,0,300.0,30,✅ No Action,Low churn risk — customer is stable,
1730,59.85,1,Low Value,0.553,1,1376.55,30,💌 Low Priority — Send retention voucher,CLV ($1376.55) > Retention Cost ($30) → ROI = $1346.55,1346.55
5423,80.85,13,Low Value,0.3507,1,889.35,30,✅ No Action,Low churn risk — customer is stable,
4175,20.4,61,Mid Value,0.0061,0,122.4,60,✅ No Action,Low churn risk — customer is stable,
3966,107.7,72,High Value,0.0051,0,646.2,100,✅ No Action,Low churn risk — customer is stable,
2772,74.0,67,High Value,0.0366,0,444.0,100,✅ No Action,Low churn risk — customer is stable,
5881,79.95,34,High Value,0.0317,0,479.7,100,✅ No Action,Low churn risk — customer is stable,
1815,20.5,72,Mid Value,0.0012,0,123.0,60,✅ No Action,Low churn risk — customer is stable,
5115,65.65,46,High Value,0.0198,0,393.9,100,✅ No Action,Low churn risk — customer is stable,
4995,75.1,7,Low Value,0.8214,1,1276.7,30,💌 Low Priority — Send retention voucher,CLV ($1276.7) > Retention Cost ($30) → ROI = $1246.7,1246.7
177,76.45,7,Low Value,0.3299,1,1299.65,30,✅ No Action,Low churn risk — customer is stable,
4004,67.8,72,High Value,0.0029,0,406.8,100,✅ No Action,Low churn risk — customer is stable,
959,86.1,32,Low Value,0.2895,0,516.6,30,✅ No Action,Low churn risk — customer is stable,
1115,53.85,39,Mid Value,0.0174,0,323.1,60,✅ No Action,Low churn risk — customer is stable,
1573,96.1,47,High Value,0.0223,0,576.6,100,✅ No Action,Low churn risk — customer is stable,
3525,95.05,50,High Value,0.7649,1,570.3,100,📞 High Priority — Personal call + 20% discount,CLV ($570.3) > Retention Cost ($100) → ROI = $470.3,470.3
2227,19.55,58,Mid Value,0.0302,0,117.3,60,✅ No Action,Low churn risk — customer is stable,
6454,81.3,41,Low Value,0.3113,0,487.8,30,✅ No Action,Low churn risk — customer is stable,
935,83.25,4,Low Value,0.8658,0,1665.0,30,💌 Low Priority — Send retention voucher,CLV ($1665.0) > Retention Cost ($30) → ROI = $1635.0,1635.0
4430,61.4,32,Low Value,0.0395,0,368.4,30,✅ No Action,Low churn risk — customer is stable,
4325,20.75,1,Low Value,0.4166,0,477.25,30,✅ No Action,Low churn risk — customer is stable,
3365,19.65,19,Mid Value,0.0053,0,98.25,60,✅ No Action,Low churn risk — customer is stable,
4577,104.85,62,High Value,0.365,0,629.1,100,✅ No Action,Low churn risk — customer is stable,
1286,74.1,1,Low Value,0.3558,0,1704.3,30,✅ No Action,Low churn risk — customer is stable,
595,61.65,12,Low Value,0.2958,1,739.8,30,✅ No Action,Low churn risk — customer is stable,
481,45.3,48,Low Value,0.116,1,271.8,30,✅ No Action,Low churn risk — customer is stable,
74,64.5,3,Low Value,0.1706,0,1354.5,30,✅ No Action,Low churn risk — customer is stable,
2099,78.85,40,Low Value,0.4331,0,473.1,30,✅ No Action,Low churn risk — customer is stable,
3940,25.15,19,Low Value,0.2923,0,125.75,30,✅ No Action,Low churn risk — customer is stable,
5662,70.25,1,Low Value,0.8947,1,1615.75,30,💌 Low Priority — Send retention voucher,CLV ($1615.75) > Retention Cost ($30) → ROI = $1585.75,1585.75
6300,24.9,67,Mid Value,0.0008,0,149.4,60,✅ No Action,Low churn risk — customer is stable,
4692,100.7,16,Low Value,0.3631,0,805.6,30,✅ No Action,Low churn risk — customer is stable,
4784,19.55,1,Low Value,0.6407,0,449.65,30,💌 Low Priority — Send retention voucher,CLV ($449.65) > Retention Cost ($30) → ROI = $419.65,419.65
6783,53.15,21,Mid Value,0.2458,0,159.45,60,✅ No Action,Low churn risk — customer is stable,
3454,35.65,29,Low Value,0.2207,0,213.9,30,✅ No Action,Low churn risk — customer is stable,
510,94.3,20,Low Value,0.1096,0,377.2,30,✅ No Action,Low churn risk — customer is stable,
6599,94.1,13,Low Value,0.9213,1,1035.1,30,💌 Low Priority — Send retention voucher,CLV ($1035.1) > Retention Cost ($30) → ROI = $1005.1,1005.1
610,29.95,9,Low Value,0.1315,1,449.25,30,✅ No Action,Low churn risk — customer is stable,
3850,83.25,51,High Value,0.0066,0,499.5,100,✅ No Action,Low churn risk — customer is stable,
6827,79.05,60,High Value,0.0295,0,474.3,100,✅ No Action,Low churn risk — customer is stable,
3702,79.15,20,Low Value,0.6858,1,316.6,30,💌 Low Priority — Send retention voucher,CLV ($316.6) > Retention Cost ($30) → ROI = $286.6,286.6
5536,34.7,9,Low Value,0.5764,1,520.5,30,💌 Low Priority — Send retention voucher,CLV ($520.5) > Retention Cost ($30) → ROI = $490.5,490.5
53,80.65,8,Low Value,0.8486,1,1290.4,30,💌 Low Priority — Send retention voucher,CLV ($1290.4) > Retention Cost ($30) → ROI = $1260.4,1260.4
4365,79.8,63,High Value,0.0153,0,478.8,100,✅ No Action,Low churn risk — customer is stable,
4249,65.9,10,Low Value,0.1509,0,922.6,30,✅ No Action,Low churn risk — customer is stable,
1635,69.95,3,Low Value,0.5267,0,1468.95,30,💌 Low Priority — Send retention voucher,CLV ($1468.95) > Retention Cost ($30) → ROI = $1438.95,1438.95
2503,20.6,44,Mid Value,0.0021,0,123.6,60,✅ No Action,Low churn risk — customer is stable,
3470,51.3,8,Low Value,0.1633,0,820.8,30,✅ No Action,Low churn risk — customer is stable,
1477,106.0,61,High Value,0.0182,1,636.0,100,✅ No Action,Low churn risk — customer is stable,
1045,99.3,43,Low Value,0.6167,0,595.8,30,💌 Low Priority — Send retention voucher,CLV ($595.8) > Retention Cost ($30) → ROI = $565.8,565.8
3776,56.35,43,Mid Value,0.0781,0,338.1,60,✅ No Action,Low churn risk — customer is stable,
3737,50.6,5,Low Value,0.5695,1,961.4,30,💌 Low Priority — Send retention voucher,CLV ($961.4) > Retention Cost ($30) → ROI = $931.4,931.4
6611,69.05,29,Low Value,0.0199,0,414.3,30,✅ No Action,Low churn risk — customer is stable,
6244,99.05,54,High Value,0.8739,0,594.3,100,📞 High Priority — Personal call + 20% discount,CLV ($594.3) > Retention Cost ($100) → ROI = $494.3,494.3
3869,98.25,50,High Value,0.7329,0,589.5,100,📞 High Priority — Personal call + 20% discount,CLV ($589.5) > Retention Cost ($100) → ROI = $489.5,489.5
337,88.15,68,High Value,0.0581,0,528.9,100,✅ No Action,Low churn risk — customer is stable,
2900,69.25,1,Low Value,0.9426,1,1592.75,30,💌 Low Priority — Send retention voucher,CLV ($1592.75) > Retention Cost ($30) → ROI = $1562.75,1562.75
6412,108.3,72,High Value,0.0149,0,649.8,100,✅ No Action,Low churn risk — customer is stable,
6399,73.1,55,Low Value,0.4498,0,438.6,30,✅ No Action,Low churn risk — customer is stable,
4223,70.3,3,Low Value,0.4428,0,1476.3,30,✅ No Action,Low churn risk — customer is stable,
1733,19.05,1,Low Value,0.2145,0,438.15,30,✅ No Action,Low churn risk — customer is stable,
5077,19.85,7,Mid Value,0.0265,0,337.45,60,✅ No Action,Low churn risk — customer is stable,
1421,84.4,9,Low Value,0.8322,1,1266.0,30,💌 Low Priority — Send retention voucher,CLV ($1266.0) > Retention Cost ($30) → ROI = $1236.0,1236.0
4765,35.8,37,Mid Value,0.0133,0,214.8,60,✅ No Action,Low churn risk — customer is stable,
153,86.1,62,High Value,0.0093,0,516.6,100,✅ No Action,Low churn risk — customer is stable,
4708,61.3,56,High Value,0.0908,0,367.8,100,✅ No Action,Low churn risk — customer is stable,
3701,24.5,27,Mid Value,0.0324,0,147.0,60,✅ No Action,Low churn risk — customer is stable,
5143,87.2,49,High Value,0.0133,0,523.2,100,✅ No Action,Low churn risk — customer is stable,
4439,20.3,28,Mid Value,0.0027,0,121.8,60,✅ No Action,Low churn risk — customer is stable,
3857,20.65,5,Low Value,0.0844,0,392.35,30,✅ No Action,Low churn risk — customer is stable,
4758,19.7,56,Mid Value,0.4394,0,118.2,60,✅ No Action,Low churn risk — customer is stable,
5613,70.45,72,High Value,0.0067,0,422.7,100,✅ No Action,Low churn risk — customer is stable,
